job_id,job_title,level,company,location,skill_required,skill_category,primary_skill,num_skills,min_salary,max_salary,avg_salary,experience_years,experience_level,industry,company_size,education_required,remote_policy,is_remote_friendly,demand_score,posted_days_ago,applicants_count,benefits,salary_per_year,salary_range
491,Business Intelligence Analyst,Senior,Company_Digital32,New York,"Jenkins, Power BI, Agile",Cloud,Jenkins,3,90320,122198,106259.0,5,Senior,Consulting,Small (11-50),High School + Certification,Flexible,1,100,21,34,"Stock Options, Parental Leave, Gym Membership, 401k",106259,31878
492,Data Analyst,Senior,Company_AI74,Boston,"Keras, Java, Machine Learning",ML/AI,Keras,3,56763,76797,66780.0,2,Senior,Media,Startup,Master's,Remote,1,87,13,37,"Health Insurance, Unlimited PTO, Parental Leave",66780,20034
493,Analytics Manager,Principal,Company_Digital96,Detroit,"Scala, Kafka, MongoDB, JavaScript, Keras",Programming,Scala,5,116631,157796,137213.5,7,Principal,Insurance,Enterprise (1000+),PhD,On-site,0,83,14,14,"Health Insurance, Learning Stipend, Free Lunch",137214,41165
494,Marketing Analyst,Senior,Company_Analytics58,Detroit,"Deep Learning, LangChain, MongoDB, Linear Algebra, Statistics",ML/AI,Deep Learning,5,56655,76652,66653.5,5,Senior,Insurance,Enterprise (1000+),High School + Certification,Hybrid,1,90,5,172,"Remote Work, Free Lunch",66654,19997
495,Supply Chain Analyst,Mid,Company_AI63,Seattle,"R, Flink, Cassandra, C++, Linear Algebra",Programming,R,5,72256,97759,85007.5,4,Mid,Healthcare,Enterprise (1000+),PhD,On-site,0,78,16,176,"Parental Leave, 401k",85008,25503
496,Business Analyst,Mid,Company_Tech41,Raleigh,"SQL, PostgreSQL, Flink",Programming,SQL,3,60029,81216,70622.5,6,Mid,Consulting,Small (11-50),Associate,Hybrid,1,85,7,9,"Tuition Reimbursement, Unlimited PTO, Remote Work",70623,21187
497,Data Warehouse Engineer,Mid,Company_Digital73,Denver,"TensorFlow, Kafka, Data Visualization, LangChain, Linear Algebra",ML/AI,TensorFlow,5,96221,130181,113201.0,7,Mid,Media,Medium (51-200),Bachelor's,On-site,0,65,6,125,"Health Insurance, Unlimited PTO, Learning Stipend, Remote Work",113201,33960
498,Financial Analyst,Senior,Company_Cloud72,Boston,"Hadoop, MongoDB, Julia, Machine Learning, Probability, Storytelling",Big Data,Hadoop,6,69507,94040,81773.5,6,Senior,Energy,Medium (51-200),PhD,Flexible,1,85,30,19,"Unlimited PTO, Tuition Reimbursement",81774,24533
499,Data Governance Analyst,Mid,Company_AI57,Atlanta,"JavaScript, Scala, Java, Deep Learning",Programming,JavaScript,4,81966,110895,96430.5,7,Mid,Government,Startup,High School + Certification,On-site,0,100,16,142,"Gym Membership, 401k, Unlimited PTO, Remote Work",96430,28929
500,Data Engineer,Mid,Company_AI91,Portland,"TensorFlow, MySQL, Beam, Machine Learning, Python, PyTorch",ML/AI,TensorFlow,6,94467,127809,111138.0,6,Mid,Consulting,Startup,Master's,Remote,1,90,21,194,"Tuition Reimbursement, Remote Work, 401k",111138,33342
